Genes,TNBC1,TNBC2,TNBC3,TNBC4,TNBC5,TNBC6,TNBC7,TNBC8,TNBC9,TNBC10,Normal1,Normal2,Normal3,Normal4,Normal5,Normal6,Normal7,Normal8,Normal9,Normal10
VKORC1,2422,6512,6643,8587,4217,4427,9272,8707,5927,2070,4674,3559,3146,2422,4928,2704,2563,2867,3295,2837
VLDLR,2348,1997,968,3794,9613,2644,1215,1703,687,1294,1152,1671,2669,7620,4828,2736,5934,3624,974,11412
VMA21,3564,2253,1690,4888,6007,3421,5297,5152,4467,1694,3127,1813,2708,2244,2872,3404,2170,2459,2013,1645
VMAC,129,233,325,282,589,258,231,364,236,196,365,125,390,129,266,293,193,220,320,179
VNN1,218,72,100,21,87,118,324,259,319,9,145,537,69,65,301,135,117,41,94,194
VNN2,47,108,37,10,62,246,40,614,127,62,162,112,16,25,168,70,40,22,82,238
VOPP1,1799,4266,1581,2735,2183,5829,863,2375,4040,1250,2803,2122,1656,1730,3730,2092,1796,2376,1638,2370
VPRBP,1788,2560,1025,2330,4041,4845,2354,3541,2831,1302,2638,1601,3490,2335,2318,3276,2050,2192,1616,2129
VPS11,1606,2944,1188,3503,4223,5755,1663,4970,1818,1097,4429,2623,3699,2848,3832,4134,2223,3286,2782,3093
VPS13A,1188,1078,1122,2142,2621,4213,1570,1734,3884,860,2047,1360,3908,1939,928,3314,2182,1800,692,1681
VPS13B,2069,2710,1751,2543,10725,7610,2669,1331,2916,1261,2445,2617,4708,2777,1715,4074,3816,2368,1180,2996
VPS13C,1483,2115,836,630,6633,10696,2098,3244,4039,669,4009,4976,8333,5281,3403,8515,4976,4617,2207,4993
VPS13D,3737,3433,1318,2998,10837,10292,1944,2459,3087,3305,6439,5019,10949,7109,5595,9586,7024,5493,4374,6983
VPS16,2335,1594,1602,4765,2947,2505,838,1779,1353,1641,2942,1564,1856,1572,2199,1876,1349,1484,2246,1267
VPS18,1447,1709,917,901,1638,2860,812,2410,2624,1221,2911,1421,2506,1529,2859,1862,1432,1325,2565,1498
VPS24,5057,9236,2983,10971,14535,13360,7457,10870,14115,4752,9452,8212,10858,9738,8989,10653,8702,8520,6944,11730
VPS25,1663,2610,789,3885,4458,3403,2178,2889,3700,1178,3808,1370,2455,1189,2640,2193,1712,1760,2517,1220
VPS26A,5362,3955,2390,5132,10119,12982,3855,10934,4131,2666,4166,3483,4930,4403,3814,4853,3323,3406,2986,3528
VPS26B,2161,4166,1675,7391,5547,6248,2279,6640,3195,2835,4374,2866,5694,3462,4240,3736,2634,2704,4087,3130
VPS28,4185,3945,8233,11044,4972,3598,1389,7565,3528,5895,6295,2209,3166,1938,4777,3138,2558,3376,5791,1959
VPS29,4174,3578,1860,4383,4059,3755,7740,6516,2251,1839,3623,2700,2430,3298,3339,2832,2310,2303,1959,3140
VPS33A,1939,1526,422,1573,2247,3695,1946,5378,1760,1067,1479,1031,1801,1297,1375,1495,1122,1075,1344,1168
VPS33B,655,569,287,998,541,1431,795,1747,2275,587,1001,515,830,459,846,898,551,652,784,579
VPS35,7862,8641,4462,10534,27079,22901,20390,22517,18116,5779,9442,5708,9804,6400,6132,8758,8047,6054,5743,6392
VPS36,1114,2295,1045,1376,10488,2899,2582,2124,2692,2225,4038,2330,5868,2985,2727,5753,2972,3332,2463,2536
VPS37A,1895,1871,967,2535,7304,3615,2971,2868,1503,1495,1892,1387,2526,1923,1460,1992,1707,1844,1142,1716
VPS37B,3262,4249,1548,7887,1400,4551,1721,5021,2161,1752,4374,911,4695,1302,3220,2666,1654,1924,4160,1118
VPS37C,1326,2651,701,2377,6386,2580,1095,2778,2922,1367,2726,893,2125,898,2301,2168,1757,1428,2696,1013
VPS37D,6,106,218,599,32,192,87,78,155,93,193,22,299,47,154,175,75,101,234,30
VPS39,2691,3526,1774,2739,5083,4219,1924,5291,3653,2057,6038,4537,7167,6004,5805,7063,5005,4972,4102,5998
VPS41,1596,2183,1547,2445,10330,7916,2913,5281,3326,1814,3081,2391,4025,3151,2323,3670,2879,2575,1730,3169
VPS45,2026,6076,2267,7245,2876,8408,7446,4827,2856,3301,2980,1850,2882,2187,2513,2549,1675,1789,1909,2248
VPS4A,5064,5489,2677,4084,5072,8226,4268,8050,10398,3144,5753,3842,4705,5921,6129,5301,3817,3828,4309,5234
VPS4B,3103,3926,1988,2883,8779,3970,2989,9463,8204,3690,5039,3106,6724,3430,3749,5437,3499,4264,3063,3217
VPS52,2676,4443,1903,5503,5001,5591,12420,6647,6917,2816,4254,2084,4258,2637,4038,3696,2962,2876,3429,2673
VPS53,1771,1930,1378,2127,4846,5180,1634,2144,1998,1753,3294,2001,3428,2743,2691,3064,2402,2098,2161,2265
VPS54,1989,2418,1108,3668,4716,8122,4693,2823,4229,1413,1893,1540,2753,1845,1396,3145,1609,1942,1082,1612
VPS72,4959,7639,4284,9743,1406,5579,6568,13946,4647,6175,2528,1284,2166,1605,2231,1937,1194,1604,2155,1367
VPS8,1281,2230,1003,3164,4165,7145,1517,2256,2172,1093,2579,1696,2620,1758,1563,2239,1556,1769,1268,1909
VRK1,1299,1583,551,1189,1169,1069,6313,1680,2609,676,797,335,686,393,590,751,508,607,661,368
VRK2,1338,2002,866,2304,2064,4428,3884,3156,5703,903,1745,813,1620,904,922,1646,950,911,715,986
VRK3,1259,1972,357,2149,2878,2477,1619,4691,2982,1679,2111,792,1934,967,1712,1567,808,1231,1768,934
VSIG10L,59,78,269,535,299,113,181,291,147,60,266,124,415,89,174,156,105,175,152,116
VSIG10,734,1888,388,2390,2031,1421,1039,2352,903,88,1191,1439,1556,1693,1451,1829,1086,1245,913,1523
VSIG4,741,1251,131,147,835,1564,227,1622,1008,72,3732,13035,828,1889,5573,821,1787,904,541,2793
VSNL1,491,342,358,504,71,400,5228,331,725,201,1029,17,595,29,185,582,190,367,1046,24
VTA1,3735,2842,967,5705,4418,4715,9594,6246,6048,2716,2913,1619,3514,1619,2263,2843,2017,2338,2319,1703
VTCN1,705,21328,14714,7208,609,65564,10341,28673,2833,1883,31550,11,16213,358,7593,27473,5419,13041,8104,190
VTI1A,1318,1005,359,1306,1644,1759,1945,1885,3003,840,1169,982,1161,1264,1035,1230,1077,886,711,1136
VTI1B,1997,2663,1658,1443,7316,4276,3908,4267,6379,2613,4692,4655,3662,6851,5341,3185,3895,3349,2897,7291
VWA1,3482,6189,6969,3821,1832,3669,756,2321,4343,2732,8781,1498,3451,1442,3967,2445,2341,2529,6700,1437
VWA2,24,95,111,110,37,472,120,1144,604,119,955,65,1551,22,529,1244,214,1030,498,47
VWA5A,252,1174,402,81,6878,3050,257,3786,583,78,5512,2318,3578,1431,3192,4078,2394,2829,3752,2116
VWCE,1,7,10,32,49,25,16,19,6,44,76,93,181,99,270,104,59,78,69,36
VWDE,24,52,0,2,3,561,591,262,248,52,278,1,178,12,162,286,87,118,199,4
VWF,3798,6105,2988,3036,5468,13580,4730,2417,3134,2944,27488,44362,18314,75348,65570,27360,44974,47751,9601,49567
WAC,8064,6255,4502,12627,15161,9441,15213,16450,8244,5387,7781,6573,11524,7305,6860,11881,6225,7832,5424,7823
WAPAL,4832,2537,2171,5621,5921,9167,5051,8281,7267,3077,3936,2640,7167,2920,2900,6524,3727,3941,2601,2808
WARS2,806,945,432,850,1662,1657,1510,2857,1526,417,1383,645,1305,831,742,1494,894,679,1162,633
WARS,25840,44993,1747,2456,12096,69436,38748,25416,13551,2620,7542,6607,5343,11113,8261,6967,5745,6809,4520,5964
WASF1,1082,503,485,99,677,1739,2524,4770,1446,758,763,692,1436,414,413,508,385,498,513,239
WASF2,11169,10481,5172,24948,10694,18818,5145,11540,20655,8457,14892,14725,19715,18325,15831,16612,12467,11927,11027,17023
WASF3,200,940,485,1970,2219,3186,1158,2434,970,670,929,1788,1947,5148,2897,1728,2898,1876,666,5583
WASH2P,405,388,1235,539,272,367,162,1017,484,400,1141,537,1071,497,800,967,280,754,1171,367
WASH3P,599,866,1151,870,317,464,388,1646,864,964,1359,467,882,352,689,1062,437,420,976,454
WASH5P,386,241,487,544,475,302,472,578,527,616,402,252,628,312,594,351,326,312,437,271
WASH7P,2527,1890,4296,3755,1299,1624,1639,4571,2832,2007,3606,1162,2867,1195,2123,3350,1387,2035,2245,1207
WASL,2853,3786,3155,3205,11445,9195,6056,7522,5567,2876,4214,2523,6926,3428,3350,5706,4132,4527,2966,2716
WAS,678,616,169,134,259,1206,163,1418,497,167,871,659,200,214,710,462,213,145,305,341
WBP11,5597,5461,1594,9607,6312,13951,6651,33364,11600,4632,5899,2894,5643,3975,4849,6148,4788,4019,4720,4006
WBP1,1964,1821,3723,5328,3734,2337,2404,6113,5432,4380,5845,1933,3524,2067,4233,3547,2384,2632,4649,2400
WBP2,7564,7184,4555,12939,6715,11465,4747,9197,8300,5031,9528,5526,7212,7714,10072,6487,4573,5897,8394,5599
WBP4,623,721,409,737,1549,865,1341,1111,1987,261,1209,878,1182,1351,1035,1340,1019,1013,603,1537
WBP5,3665,2057,4364,5945,5468,5419,4965,7572,3243,1620,3908,1894,2963,1386,2377,2363,1532,2510,1697,1633
WBSCR16,1933,2336,2098,3872,3912,2712,1635,4728,7400,2940,3230,1851,2368,2439,3022,1966,1724,1888,2684,2422
WBSCR17,7,34,99,640,520,60,14,459,19,33,287,359,640,117,123,106,140,170,103,96
WBSCR22,3018,3649,3524,6353,8155,4012,6640,8021,10923,3614,4197,1361,2423,1539,3372,2525,1571,2016,3427,1455
WBSCR27,43,18,75,6,20,88,150,43,72,50,122,24,60,104,105,58,18,35,262,48
WDFY1,3117,2532,1427,1886,5533,6738,1883,3234,3903,1366,2763,2806,4476,2471,2586,4274,2644,3263,1542,2380
WDFY2,355,485,342,430,2095,762,1399,844,586,324,808,682,1264,450,596,1080,575,525,420,462
WDFY3,2049,2331,1866,4088,4888,7400,2091,2857,3338,1479,4077,4646,7983,3910,2776,6555,3848,3626,2101,3856
WDFY4,595,529,50,49,606,2296,141,893,419,178,611,981,337,159,809,786,237,143,155,351
WDHD1,996,1344,254,1706,1160,2472,3074,1298,4095,508,357,186,546,121,201,468,224,265,302,168
WDR11,2889,1382,1011,4217,3958,4091,1493,6886,1774,1567,3396,2758,4663,2682,2858,4475,2841,2827,2072,2676
WDR12,1912,879,913,2362,1571,2687,4041,4466,6637,1051,1008,604,1269,564,680,821,581,709,778,628
WDR13,1461,2156,2501,2777,3571,4625,2103,8510,3336,3394,4893,2534,3504,3070,5500,3062,2631,2584,4199,2697
WDR17,116,57,4,4,9,55,31,194,221,75,86,56,123,47,46,182,55,147,43,31
WDR18,655,1998,1354,1281,541,1059,1164,3355,3458,794,1315,522,1092,592,1230,818,1142,570,1441,591
WDR19,708,550,978,533,963,2074,858,3480,627,350,2024,1299,2355,1788,1602,2535,1250,1705,1121,1366
WDR1,17214,22957,4830,11994,14610,24484,11069,27509,19560,8472,21586,10422,17581,8925,15421,13131,9709,10980,16915,7295
WDR20,906,1067,604,834,1968,2193,2202,1317,1636,711,1686,1011,1924,1413,1535,1732,1214,1424,1085,1301
WDR24,415,758,408,1066,810,596,447,2292,1298,435,784,391,973,480,837,611,450,431,909,394
WDR25,395,375,154,263,555,482,730,736,570,173,756,221,578,362,655,501,326,479,660,301
WDR26,5684,8011,5931,10240,15203,11971,7462,9048,5806,6434,7118,6272,12380,7213,6446,8027,6831,7021,4550,6821
WDR27,270,114,259,202,184,265,550,723,848,137,556,145,959,183,270,1153,247,326,197,156
WDR31,146,201,22,75,285,462,60,117,371,29,271,88,417,154,136,377,201,177,133,164
WDR33,3256,4364,2318,5866,3613,5010,5592,7574,6201,2288,4500,2417,4600,2975,3615,4421,2934,3212,3201,3157
WDR34,4374,4225,3302,9417,1630,3129,4788,7281,5897,3018,3753,654,2438,433,2659,1785,1056,1300,4504,427
WDR35,1246,886,542,949,871,1495,3686,3683,1973,712,1873,687,2792,766,1040,2262,1962,1657,758,950
WDR36,1734,1421,833,2113,2681,2969,4190,2445,2546,760,2120,1846,3391,1830,1728,3210,2139,2118,1364,1487
WDR37,1500,2111,679,1479,3456,3631,951,2363,2668,875,1859,1105,1949,1077,1737,2146,1309,1119,1430,1210
WDR3,3867,3616,1015,2985,5338,7616,6980,8286,8992,2069,2728,1304,3938,1567,1719,2489,2056,2095,2385,1731
WDR41,1841,1693,507,1210,1706,1797,2703,1741,2616,846,1759,1536,2157,1378,1723,1511,1329,1543,1204,1780
WDR43,4059,4637,1463,2811,4569,5809,9025,10134,7012,2173,2398,1219,4237,1532,1625,2952,2469,2284,1965,1513
WDR44,1135,944,258,484,3504,1547,734,1086,1104,217,1309,996,1534,1044,1024,1557,854,1057,610,1092
WDR45L,7251,11558,2239,11771,10826,16811,3930,17117,8913,1814,7347,2607,6442,3515,5277,6716,3890,4715,4788,3510
WDR45,2076,2030,1946,2802,3292,3792,2151,5407,2425,2033,3446,2212,2926,1859,3740,2742,1947,2188,2802,2147
WDR46,3436,3236,1554,3259,2070,3546,3144,6139,8204,1985,3337,1286,2381,1174,2438,1920,1409,1702,2712,1088
WDR47,1357,1189,330,1717,942,2458,1076,1308,1340,515,943,878,1824,1245,931,1390,1020,1262,539,1038
WDR48,2799,1948,1352,1903,3178,5080,2186,4125,8268,1061,3754,2299,5206,2900,2762,4584,2556,3256,2351,2721
WDR4,808,613,354,660,514,669,699,1663,1785,351,467,189,428,209,320,335,197,175,392,137
WDR52,254,140,320,1065,406,114,532,1282,517,166,851,186,1287,182,447,1256,696,609,315,183
WDR53,625,661,356,1471,412,1118,503,1263,408,335,585,255,439,245,446,467,305,332,264,295
WDR54,153,331,114,257,62,268,944,1550,1931,190,570,156,341,112,448,326,272,285,430,84
WDR55,1206,1261,859,1420,1433,2081,867,2402,1694,956,1649,875,1322,939,1310,1368,873,817,1132,809
WDR59,2190,1172,1518,2099,2963,2365,1790,5841,3631,1468,2522,908,2855,1085,1665,2608,1154,1886,1762,1121
WDR5B,487,357,683,1660,1131,394,1050,3474,1008,396,1118,549,1196,473,825,1472,638,580,664,416
WDR5,2995,3993,1492,3292,1947,4423,2893,5138,4187,2322,2793,1350,2701,1606,2122,2221,1447,1519,2773,1452
WDR60,616,679,584,980,1833,1730,364,1750,643,501,1727,928,1747,1440,848,1427,1175,959,849,1135
WDR61,1567,1786,676,2948,2880,2856,9314,3575,4708,1558,3480,1391,2580,1722,2933,2832,2237,2359,2532,2030
WDR62,808,1663,379,875,588,1526,1040,537,2898,173,147,63,144,10,73,56,51,34,164,8
WDR66,74,124,77,58,30,293,221,398,71,19,150,61,276,57,86,184,100,83,66,43
WDR67,605,940,574,1800,2168,673,1145,712,1196,246,310,163,318,121,232,294,162,237,262,245
WDR6,5536,7499,6057,7649,5544,8933,3361,10129,8250,2457,12156,2119,13310,3039,9130,11574,5779,6824,13725,2596
WDR70,893,732,960,2225,1721,3579,1965,3489,1404,692,2003,934,1798,805,1378,1686,984,1265,1333,996
WDR73,561,676,343,1311,730,1548,1650,2654,1782,343,1193,350,1151,408,762,1140,549,721,989,366
WDR74,1975,2215,1175,1998,1090,1422,1581,5599,4338,1610,1851,608,1450,636,1465,1318,887,1062,1667,567
WDR75,3469,3253,1820,4422,2654,3796,9786,8642,11014,1580,2583,1318,2580,1307,1484,2592,1498,1762,1731,1317
WDR76,525,1657,130,1411,417,1772,976,1677,1142,213,294,248,327,134,179,373,156,252,320,136
WDR77,2216,2500,2677,4502,2136,4177,7983,6420,5909,1759,2015,1276,1500,1361,1878,1450,1014,1139,1516,984
WDR78,184,88,80,298,447,847,346,600,115,300,368,92,597,114,192,468,197,277,288,96
WDR7,746,1057,526,1369,3474,2208,1125,1148,1917,857,1629,1473,2175,1981,1625,1857,1772,1728,877,1767
WDR81,1840,1636,674,765,2389,3179,505,2424,1900,879,4049,2122,2827,1957,2923,2294,2086,1943,2130,1885
WDR82,7415,8893,5528,10940,9675,13819,5857,10069,9072,4743,9486,6924,12611,8127,7180,10542,6576,8551,7141,6369
WDR83,286,279,452,582,136,191,128,663,871,277,546,241,374,282,449,361,195,331,528,265
WDR85,808,600,810,1094,469,1069,660,1608,1384,487,1145,346,930,439,671,859,460,563,787,356
WDR86,12,121,22,2,18,112,17,233,42,19,619,163,676,304,334,479,119,327,688,33
WDR89,973,706,501,843,1636,1319,1942,1440,840,562,954,394,1243,522,772,1177,630,890,758,421
WDR8,1026,769,651,1360,680,2625,816,2775,1153,766,1162,543,928,505,913,848,437,695,870,443
WDR90,925,826,1176,2316,671,602,1506,4896,2108,351,1238,227,1144,201,802,1052,711,482,1307,122
WDR91,749,1124,647,1631,4192,3389,1058,1532,848,740,1625,879,1560,864,1209,1607,699,1019,1108,736
WDR92,485,555,216,821,1016,1180,1073,1375,1267,638,879,453,820,520,652,711,457,508,598,527
WDSUB1,638,537,851,1247,1311,795,1230,1288,765,459,808,294,989,419,399,797,377,632,478,316
WDTC1,2589,3566,1854,6403,3805,7007,2095,6714,5514,4583,7450,3803,7839,4778,6954,7636,4169,5112,6059,3828
WDYHV1,531,1107,534,1571,988,1081,1968,1713,1090,671,693,228,505,338,447,365,469,392,675,251
WEE1,2996,3549,1154,5502,3132,5754,4029,7343,8115,1859,5527,655,9910,883,4626,4837,5589,5546,3797,701
WFDC2,74,508,348,84,7,113,532,7812,1629,14,8842,27,2690,115,3297,3950,1610,1755,10084,70
WFS1,1109,2664,708,2601,1757,3462,1109,3269,1273,2281,4743,3069,4604,5235,7517,3195,3620,4644,4814,5131
WHAMML1,50,99,49,35,144,415,48,105,105,22,265,507,251,568,340,418,306,275,98,385
WHAMML2,21,39,31,77,76,170,19,28,40,10,155,136,122,194,122,293,166,216,40,141
WHAMM,728,736,304,870,740,1258,823,1303,1099,288,1242,489,1598,891,1048,1422,735,1122,972,585
WHSC1L1,3861,3772,859,4965,11657,12269,4525,5642,2667,1653,3009,2794,4853,3524,2444,5301,3696,3024,2164,3298
WHSC1,5259,8975,3384,7414,3737,10771,8631,12076,9758,2309,3169,2464,4240,2498,2437,3410,2401,2358,2123,2562
WHSC2,1556,1490,1880,1952,730,1732,1293,5126,1906,1398,2144,583,2118,781,1742,1440,915,1181,2261,667
WIBG,729,1294,1052,3094,916,943,873,3438,839,1108,1913,872,1200,687,1432,1281,827,1083,1455,720
WIF1,0,12,2062,0,31,921,23,309,1114,1,4480,0,1114,8,254,320,80,444,1284,20
WIPF1,3892,3260,1016,583,4160,10172,2398,4376,2885,746,2842,4874,4143,3381,3790,4197,2616,3580,1346,3777
WIPF2,1925,2980,2084,4168,5619,5893,1691,3117,3124,1627,3056,2433,4877,2755,2993,3740,2564,2904,1851,2460
WIPF3,76,192,62,42,21,228,117,121,325,27,137,6,100,32,50,88,101,57,61,8
WIPI1,1937,2018,927,2488,2812,3765,858,2802,3829,329,3527,1670,1903,1759,2564,1843,2296,1175,1655,1906
WIPI2,2959,4137,2260,7244,6125,18284,3814,15300,7083,6523,5661,3326,5154,4545,5666,5047,3159,3438,4762,3840
WISP1,446,1178,123,46,1942,1827,238,194,229,59,128,71,115,89,34,65,103,43,46,57
WISP2,1063,579,234,38,2471,1001,201,214,173,37,3148,5326,1186,3957,6048,1662,3191,4079,285,7370
WIZ,2830,3372,3770,9610,4192,3044,3436,10916,4624,1888,3251,1988,3758,2713,3383,2547,2200,1941,3408,2368
WLS,312,3162,550,246,8454,9766,1300,362,508,184,12148,3850,8289,2678,4910,7290,4485,5503,9396,3410
WNK1,10693,20036,5573,10680,18374,60420,61607,29227,17974,8407,9618,15847,19023,25457,12290,13309,19045,12842,5088,24261
WNK2,201,1233,1617,1851,314,9622,596,7543,2437,542,3311,22,5769,198,1273,1730,912,1897,2431,35
WNK3,6,177,24,67,15,575,176,192,348,131,54,21,166,15,14,181,132,30,14,13
WNK4,11,10,85,82,17,110,1322,5,28,27,1982,4,1776,18,576,2540,1343,304,1268,12
WNT10A,54,91,24,8,73,143,288,1066,1065,354,100,0,47,8,77,86,27,112,64,14
WNT11,183,208,13,3,83,761,43,357,99,4376,385,1597,518,1245,1185,296,673,793,308,1449
WNT2B,48,40,25,62,36,25,62,25,33,21,73,176,122,95,111,57,53,62,21,57
WNT2,634,1017,88,118,784,993,140,254,556,269,373,1098,1283,199,291,111,460,242,402,269
WNT3,52,61,17,268,13,129,21,42,315,1,62,8,93,14,35,147,43,49,52,8
WNT4,62,226,202,185,310,316,246,1516,476,857,1382,81,1244,52,172,190,503,210,2749,58
WNT5A,180,882,500,444,3109,801,399,313,982,336,2042,397,1321,470,1214,1453,1175,1209,1298,284
WNT5B,828,1198,54,51,205,968,48,1447,205,42,1600,184,643,104,326,379,276,381,968,225
WNT6,189,108,58,199,1,53,45,3614,182,1308,168,5,253,6,84,39,13,110,218,3
WNT7B,92,1111,168,29,2396,459,29,190,108,506,616,29,333,26,595,530,346,245,828,36
WRAP53,550,530,605,702,403,698,534,1433,740,422,681,282,440,244,548,433,310,338,636,199
WRB,849,757,1239,2834,1513,2270,1644,1607,1939,1233,1661,1057,1610,1083,1820,1814,1408,1368,969,834
WRNIP1,5128,5718,4204,8982,4678,6067,4907,4425,14934,2597,4061,1138,3350,1118,2063,2444,1476,2027,2661,1111
WRN,1248,969,755,934,5930,3549,1053,4362,1062,474,1172,724,2245,933,768,1779,1040,966,684,1018
WSB1,2649,2801,2913,3936,5363,4484,2407,3707,2648,1112,5838,3615,5902,4078,4209,8224,3702,4170,2022,2999
WSB2,5439,7026,2276,7998,22012,10052,7014,7020,4989,2965,4108,3739,3924,4716,4703,3383,3172,2366,3122,4434
WSCD1,45,24,49,59,339,61,40,49,23,46,219,320,224,422,582,469,275,396,183,341
WSCD2,7,15,4,52,59,2,1,3,4,5,227,274,176,212,317,101,123,269,77,164
WTAP,6306,4779,1743,4035,4221,13138,9318,13171,11592,2864,6421,2799,5586,2923,4472,6165,4001,4525,3532,2942
WTIP,105,449,139,1299,240,899,108,1202,1529,37,958,659,810,1185,1020,761,543,648,652,976
WWC1,1629,1998,915,3637,7979,3713,2426,4709,2869,2859,6184,57,6408,234,2240,5932,2235,1881,4351,187
WWC2,860,1867,194,105,2403,2248,285,1153,1093,545,2185,1808,2846,2768,1357,2644,1908,2068,928,2386
WWC3,2944,6749,2042,2562,13850,5650,8499,1930,5698,2307,4779,2222,4225,2388,3442,4093,2224,2996,2984,1666
WWOX,299,924,503,974,1473,477,1807,2221,1119,428,942,509,904,693,943,1072,620,777,946,942
WWP1,2925,2013,2058,2482,31139,7784,3100,2466,3799,1565,6328,4780,7400,4946,6038,9532,13587,6038,3130,4563
WWP2,3213,3737,1956,3716,6126,6340,2549,4612,8394,1331,4630,1997,4098,2747,4409,4434,2521,3662,3651,2469
WWTR1,2861,4257,463,478,3644,5524,4007,4092,1864,510,1505,1377,3602,1499,927,2122,1521,1631,733,1458
XAB2,2046,1978,2366,5011,2248,2061,1738,4060,7232,1953,4545,1360,2938,1835,3515,3181,1785,2376,4251,1407
XAF1,5307,5421,404,465,1003,15270,3490,3949,1178,178,4135,1512,2172,2087,1674,7359,1813,2076,758,1523
XBP1,6815,22156,4596,19399,101632,20486,14047,12192,12021,6319,142510,4509,72909,5475,69069,78442,66525,54524,88173,4859
XDH,15,130,64,364,289,350,2798,57,4395,46,470,4,529,53,792,1021,1660,438,2981,30
XG,87,1029,9,231,602,359,31,47,45,697,296,907,275,798,718,264,733,690,39,1833
XIAP,3795,2858,2342,2934,14361,5418,3418,4415,3895,1769,3952,2434,6092,3014,3008,5032,3399,3632,2216,2423
XIST,6278,2709,13439,23412,24458,14837,82757,5135,10394,9170,30547,15065,45206,17395,11515,59486,21846,21901,5711,15036
XKR8,507,550,425,1887,404,828,337,807,827,686,718,391,549,308,614,587,271,359,680,308
XKR9,108,233,441,290,1112,553,29,158,315,129,36,34,113,3,46,107,48,82,23,4
XK,118,323,195,188,17,495,439,402,1161,267,94,17,149,41,35,168,101,107,68,7
XPA,140,461,157,465,468,652,386,624,762,249,1295,629,915,749,935,1082,632,816,603,892
XPC,2116,2227,840,1439,2701,4547,725,2947,4066,788,5707,2154,5012,2536,3646,4929,2369,3842,3121,2322
XPNPEP1,3563,3850,1175,4892,2312,6565,3333,6911,5606,2868,3635,2073,3599,1555,2460,2581,1775,2018,2911,1489
XPNPEP2,17,15,11,9,36,53,72,23,21,10,783,2840,272,246,642,97,198,263,73,966
XPNPEP3,481,398,444,497,1500,561,1564,595,1395,357,327,468,687,858,515,595,581,550,347,573
XPO1,12105,9528,4927,14705,16476,26605,31413,22064,21573,8419,8719,6673,13022,6808,6108,9615,5912,7650,6201,5591
XPO4,2461,1478,448,1906,6934,4094,4854,2054,5238,944,1454,1247,2830,1561,1150,2379,1689,1592,910,1400
XPO5,5039,7347,1936,5890,6085,15821,17799,8568,14970,3486,2973,1485,3498,1474,2057,2485,2017,1769,2347,1310
XPO6,5327,9023,2912,7672,7706,12319,9163,12924,12429,2715,5056,3277,5215,2903,4520,4373,3418,2953,4430,2994
XPO7,6335,6869,2800,10376,18172,12930,11296,13059,7782,4895,5086,3739,6181,4558,4010,6164,3554,4344,3443,4811
XPOT,6029,13355,3511,8125,17827,8691,10144,17479,10977,3731,2790,3807,4850,5030,2782,4155,4539,3160,2226,4958
XPR1,2672,3092,1963,3027,9138,4277,4074,3999,3237,1328,2622,1654,3369,1907,2198,2869,2188,2110,2735,1667
XRCC1,1711,2550,1129,3721,1167,2788,2360,3213,2145,1837,2956,1059,2545,1114,2205,1771,1070,1629,2506,1140
