Sample,TNBC1,TNBC2,TNBC3,TNBC4,TNBC5,TNBC6,TNBC7,TNBC8,TNBC9,TNBC10,Normal1,Normal2,Normal3,Normal4,Normal5,Normal6,Normal7,Normal8,Normal9,Normal10
SNX17,3552,8357,1845,6456,8120,8470,4813,11732,9038,3969,9146,5714,6550,6382,9029,5975,5170,5503,7452,5915
CTDSP1,3844,4042,2929,8072,4788,4512,3218,9741,6639,1197,9751,7080,8613,8460,11838,9167,6029,7041,8844,7301
ARL1,5416,4904,3775,9252,14104,10282,6744,11073,8522,3400,6976,4050,7093,4645,5459,6923,5455,5992,4194,4740
OLFML3,2046,2111,1274,484,67321,4637,2530,4264,363,153,6110,4144,5630,2998,8331,4248,3316,5051,3756,4079
ATP13A3,7893,5029,3234,7538,6260,23460,7928,9019,11641,3223,3798,4752,5927,7489,3645,5347,5471,3877,2171,5120
SFRS7,6655,5283,4378,14541,4270,6292,13801,18233,11427,3076,6613,2644,7136,3111,4382,5770,3222,4344,5181,2444
MYH10,1635,5158,2946,3684,3827,13984,4072,7761,5514,2569,7945,7863,11005,10174,5937,10543,7254,6093,4433,10378
ADD3,2141,2829,1018,1551,24450,6869,2691,10654,4538,1700,6732,10374,11488,6545,6723,9468,5536,6839,3448,7164
SERINC3,4623,3895,2057,3890,12441,6395,4062,5912,10029,2301,6944,6862,9937,9162,7174,8281,8887,7171,4095,8628
FSCN1,6602,6108,6675,21658,1814,8529,17522,21484,6842,1484,4061,3022,7974,3500,3823,2226,2142,2240,3485,1434
UBE2I,6361,9380,3487,12911,5223,8205,14048,16120,11250,3532,5905,3005,5339,2845,4900,4666,3799,3821,4780,3036
SF3A3,10233,5943,1522,14782,4637,7904,9003,16982,14375,3809,6247,3099,5200,3364,4977,5650,3215,4080,4491,3094
PALM2-AKAP2,2165,2222,1963,1734,1536,4952,4186,2353,3560,768,4360,10167,8109,22082,9829,7331,13957,10153,2502,18650
C22orf13,2983,6453,2640,8990,15253,16167,3546,7796,7501,3199,6477,4589,6229,6603,7052,5693,5189,4989,5813,5409
PSMF1,4146,7530,3703,5773,12831,9281,7526,6772,6203,6290,8408,4690,6759,5812,7174,6341,5626,5406,6852,5406
PVRL2,8633,9224,3574,5820,13103,10107,3635,6258,3070,4546,14583,2153,8998,2326,7587,4796,5118,5239,11878,1870
PSMC5,6165,6468,3557,11198,4603,5627,5560,9708,11960,4102,9498,5121,5445,4923,7769,6022,4125,4554,10946,5128
SLC12A2,974,1862,866,15921,3705,7661,5062,2804,10367,579,8056,1048,27136,1659,3617,6629,7784,5207,20169,1243
SNX5,4942,4598,3435,4914,15214,7692,10212,6992,10105,6572,6156,5667,5909,6627,5592,5945,4990,5036,3861,7865
FOXN3,2489,3050,1194,1925,9959,6793,2347,3383,2854,2104,3818,9735,8651,16919,9138,8338,10157,6716,1972,20677
ARID1A,7792,6812,3222,8084,7365,10272,5803,7476,9798,5464,6492,3600,11952,4576,5801,7754,5081,5492,5332,3950
ATXN2L,5534,9322,7198,11672,6028,10928,10197,12441,12407,3237,5683,2663,7147,3486,4900,4676,3232,3375,5514,2373
NUTF2,6719,6601,8658,6801,5831,7137,25586,16725,13252,4644,4754,2225,3101,2244,3767,2605,2333,2492,4034,2460
SDF4,5434,6769,3996,5440,3804,11221,1693,10178,9980,5322,10657,5110,7653,5238,9907,5775,4947,5428,7827,5510
THY1,6155,9073,11507,4719,11933,11942,5504,3157,4879,2846,10756,7080,9515,4712,6606,2198,5424,3532,4942,5349
HSPE1,7144,7481,9078,11637,10469,5665,14852,17411,21470,3579,3648,1460,2400,1644,2646,2527,1693,1758,3844,1417
ARID5B,1055,3927,2329,5460,5381,8087,2281,6568,1000,1210,10888,5413,14191,8147,8694,10477,11618,10256,4817,9984
MKI67,12751,18922,3473,20302,3913,13485,12299,12501,15525,10087,940,1684,2379,78,609,529,661,347,1023,240
PRLR,1367,1240,1904,12660,22086,22465,5753,7235,1840,2248,8180,182,12531,183,3670,12394,7793,2900,4706,398
IGF1R,3286,1185,1247,1889,3315,1697,10344,9524,13425,472,12038,2343,15584,2441,7166,16108,11810,8105,7530,2198
MYH14,2596,11491,1567,13381,552,20,5208,12897,20070,8594,6494,1768,9590,5660,4927,5278,3614,3916,10036,3989
KDM3B,3746,4482,2702,8821,7547,10607,3992,12610,5772,2854,6792,4349,11511,5824,5667,10108,6472,6781,4903,6080
VAMP3,4986,4624,1490,2740,5912,9521,3609,6139,4525,2553,7914,8034,6903,13183,10307,8214,8503,7522,4511,10377
HBP1,3073,3374,2769,6461,11656,6517,3339,12961,3355,4014,7234,5541,10170,7737,6927,10097,6393,7175,4801,7835
NHP2L1,3954,5005,5795,10383,6490,8402,15949,6994,12613,4939,7969,3295,5254,3392,6486,5523,3804,4815,6941,3336
LTBR,4830,7819,5514,8788,4198,18932,7087,18494,7578,2925,6290,2890,5495,3468,5221,3120,4013,3475,6737,4415
AMD1,8986,3734,5094,12281,6315,16648,13607,12212,9569,2551,5274,2785,6745,2324,3165,7194,3645,3808,3559,1787
TXLNA,6101,5813,1812,19366,4726,16076,3906,10225,9553,4554,7356,3774,6884,3296,5177,5998,3898,4159,5658,2863
RABEP1,2182,2343,1808,3035,13533,8406,2485,3583,2617,1467,13016,3873,11379,5107,8948,18705,8354,9444,5608,5234
ADAMTS1,1952,1557,1941,1297,658,5100,3961,3131,4820,448,11330,8404,19985,12072,11350,5853,8234,10763,4148,14083
TAF7,4221,6094,3288,7489,5491,7719,4532,15029,4834,3046,8766,4311,9740,5534,7132,8232,5861,7490,6538,5658
SDHA,4952,10631,2738,4791,9585,12952,3299,10929,5995,3307,6743,5137,5522,8097,7707,5680,5826,5503,5843,5641
EIF3G,3864,4196,4046,5619,3757,4960,4817,9773,16154,4788,12124,4018,8173,4463,9643,6571,4118,5008,10564,4210
OLA1,3781,6872,2740,3596,4638,8013,19509,17931,14360,4665,7027,2696,7984,3394,4151,4299,3430,3712,5154,2879
AMOTL2,3943,6080,739,2094,1333,4604,3249,6322,1713,1319,6475,6186,13723,17791,12032,7690,7197,10282,6299,11728
TM9SF4,5220,6576,4919,8699,12568,13112,4965,14843,6114,5333,5681,3387,6855,3693,5048,5714,5385,4145,5098,3382
RANGAP1,8014,7679,2747,12189,5752,9047,7602,9678,17931,7432,6946,2372,5497,2222,5712,3854,2935,3445,7672,1989
ATL2,5631,2413,3722,25838,2825,5990,11462,25945,7466,4819,4319,1499,7693,1910,2367,5368,3163,3297,3505,1480
MPZ,30,24,34,66,15,121,125473,2181,139,46,93,192,94,432,386,127,283,221,21,646
UBQLN4,9719,13731,8219,16621,7442,7255,12026,10419,11430,6445,3969,1774,3994,1860,2899,3099,2056,2242,3647,1757
TENC1,973,1538,2076,2535,4585,1963,1472,2096,1381,583,10067,12275,7822,19916,13181,7382,9057,9464,4760,17373
ATP6V1E1,3397,5200,3697,9440,9552,12555,6738,7457,7381,3581,8775,4465,5519,6632,7513,5953,5299,5914,5522,5866
INSR,3418,2438,5049,5798,4923,4780,17363,8120,8416,2461,6036,4395,13550,7820,5826,6761,7520,5061,5170,5538
DLG5,3391,3032,2582,8843,5545,6655,2572,10937,3795,2479,34624,2075,11879,2399,4241,7464,5458,4032,6185,2183
SSFA2,3379,4651,1887,3304,9281,8651,20554,6634,6525,956,5030,5454,10555,7406,5281,8666,5733,6618,3860,5904
PSME3,5532,7291,1488,9361,13080,11337,8521,9379,10905,4542,6482,3719,6314,3913,5007,5340,4959,4190,4810,4041
HEXA,3943,5215,2351,6748,8633,13058,10103,6290,15124,2235,8299,5497,6722,3975,7522,5729,4042,4420,5146,5076
PCMTD1,3775,2945,17986,3947,21575,5155,7010,6119,8867,1866,5329,3859,7558,6395,4241,6495,4866,5337,2251,4534
LAMB3,1322,5866,1249,604,1094,4024,632,8757,8415,84,24628,1091,14990,2058,9032,9283,4459,8379,18860,5251
CD248,1402,2298,3261,1391,2193,5631,2749,884,1096,733,9613,23256,9423,9212,19381,2538,9191,6610,5194,13968
KIAA1429,5112,6524,3723,8060,14280,14300,7519,9876,8247,4632,4594,3709,6578,4938,3577,6184,5484,3881,4511,4193
EXT2,3472,8943,2279,9773,8913,12892,7662,6602,11511,3770,7033,5216,7077,4593,5826,5506,4703,4927,5071,4132
NCOR1,3808,9006,3304,2965,14152,13672,3581,5516,5100,2843,7488,4323,10866,5622,4935,10986,6317,6307,3422,5514
AGPAT2,1336,4200,1817,1970,1326,2468,912,1069,5442,1994,3062,11153,3964,25064,16963,4086,9325,5851,3080,24601
MTHFD1,5358,4866,1942,4059,8021,1313,14257,7241,13844,2631,4587,7062,4954,13658,6433,3793,5696,4347,3880,11724
PCNP,6518,4034,3278,7569,6630,8419,8515,14241,9457,2954,6999,4231,8146,5113,5041,9332,5304,6334,3808,3681
RAD23A,5390,7109,7707,10509,6168,5409,10473,6630,10367,3972,6495,4696,5141,7106,7497,4815,4271,4149,6172,5505
MLL3,976,4220,4476,5893,17714,10504,3668,5287,2550,3864,6084,5225,13643,6765,4457,12021,7089,5887,3288,5844
UBP1,6617,4644,3841,4989,8569,20374,6952,6897,14640,2535,6858,2858,7625,2967,4855,7936,4066,5891,3782,2471
PHF3,3023,6369,1370,6723,7533,15151,4767,11389,8664,2925,5996,4709,9923,5687,4233,9871,5349,6164,3461,6047
RCAN1,3348,3815,2790,1760,1818,4547,10095,3496,3923,724,9537,3138,24556,3239,9271,9282,8225,9893,11872,3989
TP53I11,2047,8373,5583,11908,10882,11068,3282,9990,2601,4087,11554,2664,7222,3197,7460,8704,5014,4699,6247,2683
AKR1C1,63,3387,310,91,11532,817,526,170,545,21,3380,10823,4392,19653,20279,3304,12774,9953,863,26237
AAMP,4432,4452,2504,9684,4929,9102,3422,16506,14229,4282,8728,3599,5986,4543,6881,5891,3992,4516,7479,3884
UPF1,5526,6264,3791,10002,7901,9603,4245,9415,6730,3636,9105,3654,9463,4445,6900,6702,4939,5486,6807,4390
LPGAT1,3688,5319,3862,9669,15691,7670,6559,7090,3634,1792,4658,4668,6724,9423,6048,6829,8019,5062,3066,9505
GM2A,3858,7244,3210,5700,14214,9840,2437,8472,8335,4207,9096,5351,10138,4010,7353,6584,4124,4557,4463,5767
DHCR7,2685,8267,2557,16169,12534,9305,7515,10366,26489,11285,3122,857,3308,1229,4254,1306,1399,1501,3576,1100
HEXB,3376,6475,3331,4906,18935,11141,6485,5135,4333,2255,9273,6943,5814,4639,8106,7501,4571,5767,4878,4940
ESR1,313,363,360,64,1168,301,127,127,71,613,21471,890,12747,1676,15436,24667,26819,17612,2460,1479
FNBP1L,6412,5726,4419,16617,5123,12897,7188,9671,6622,5479,5533,1761,11236,2515,3543,7108,4925,4585,4624,2748
USP5,4273,5412,2016,6199,4014,13308,6646,29442,9995,6214,5805,2884,4100,3179,5283,3443,3269,3249,6413,3499
YKT6,5342,8143,3553,7849,11344,9558,3974,14787,12728,6116,6123,3588,4315,3885,6202,4263,4030,3643,4904,4292
PLA2G16,299,3290,1374,390,523,8027,290,2736,1256,343,5319,13944,5116,22939,15685,6986,8887,6201,3794,21150
PLIN2,5253,6060,2286,8835,3291,4951,7294,12645,3348,14052,5021,9139,3483,8762,8728,3705,6265,3767,1622,9976
EFNA1,10296,12302,8182,13278,4964,4979,3984,24970,4775,7868,5082,1242,5130,1294,3334,6640,1785,3443,3934,937
CLPTM1L,3670,14075,2987,4645,13779,17398,6623,9252,5911,3135,6103,3009,4987,4344,6792,3978,4440,3829,5164,4293
IFI16,5175,11729,1609,1347,4583,14086,6013,18729,2193,796,10958,7230,5548,3611,5331,8498,4664,6483,4471,5356
MVP,7620,11548,2462,1167,5008,5758,806,8880,4095,1282,12475,7481,6408,5041,12715,5778,6385,6117,11621,5623
C1orf77,5675,8369,7560,17848,3431,5644,10665,17258,7649,4957,5694,2384,6161,2218,4106,5385,2650,3984,4434,2105
TMEM87A,4169,8143,3313,8956,9697,12663,3246,6224,4920,1736,8747,2912,11815,3300,6056,8929,5808,6327,7093,3891
ILK,6605,6362,2991,4465,6405,7220,3028,10706,9027,2545,8526,6003,6876,7398,9076,6636,5186,6193,5820,6831
DDX21,12150,5956,1307,3743,12981,20703,5439,15376,10034,3049,4013,2308,7367,3114,2338,4437,4669,3596,2546,2769
SPAG9,4502,7073,1328,5640,15127,12739,6890,3506,11507,1955,4756,6565,8046,7057,4617,6782,5957,5113,2516,6125
PTPRS,228,3601,6757,11665,7786,3569,2448,1888,2593,243,4793,12346,6967,19579,10464,4472,6612,4419,4314,13052
DLST,4807,5241,1383,4585,7548,8138,5995,7050,10695,2953,8042,7078,7502,8922,7043,6726,5609,5901,5533,7013
CHTF8,5583,5723,1686,4083,7161,10862,6227,15067,10455,2557,8075,4008,7433,4924,6600,6991,4019,5413,5795,5044
GRSF1,5731,5570,4268,9237,7815,10321,5344,14452,11787,4474,6222,3586,7156,5091,4643,5284,4577,3955,4543,3630
YTHDF3,4388,4006,6250,5756,19068,18408,8655,7756,6120,2291,4044,3651,7335,4691,3998,5821,4935,4145,2517,3840
RALBP1,7166,5092,2520,7164,6870,10685,2427,11401,13947,4947,6140,4462,7947,5453,5705,6207,4739,4793,3913,6005
AGPAT3,1290,5535,2704,8435,6596,10090,4227,9209,7309,13291,6035,3893,7018,6528,9238,4866,6073,3577,5699,5770
KCTD20,3777,6009,1315,3769,11201,14524,3963,9468,13232,3615,4110,5656,6873,8959,4229,5672,6098,4819,2224,7684
C20orf11,5058,9124,3723,8003,7237,7804,11268,12056,9334,11673,5472,2580,6223,2448,4547,5665,4337,3511,5047,2069
IMMT,4453,7302,1676,7851,8042,11510,6272,13012,12469,5429,6004,4055,5438,5517,5415,4892,4460,3954,4775,4632
ARFGEF1,5503,4843,4437,5614,26234,17793,5898,5570,6806,2818,4717,2471,7258,2950,2932,6182,5718,3467,2848,3068
MTUS1,1311,2617,967,2245,26646,4897,3310,7952,1435,1604,9689,4628,10328,5258,7031,12234,6754,7892,4712,5500
CHD2,3871,4646,2760,5112,6663,10708,4609,8211,10603,2036,8603,3833,11614,4317,5645,12102,5369,6647,4674,4971
METTL9,2979,6368,3624,8823,10194,7283,9227,19082,5003,3063,6168,4255,6255,4941,5421,5549,4955,5053,4688,4050
SEPHS2,2185,7529,4763,10900,23649,11710,10767,10657,4115,2360,5781,2340,4459,2358,5135,4917,3938,3054,4050,2310
KDM5A,3351,4638,1742,3776,6740,18059,14374,18925,7790,3435,4061,3226,8819,3832,2945,6400,3986,4748,2439,3682
CFB,1878,7046,383,215,494,12531,1021,19984,3803,464,17483,6975,4462,976,11956,8442,6685,6096,14545,1456
FOXO3,3432,5113,2374,7491,7817,10374,5135,6739,6353,5729,11248,3745,9716,3714,4610,7476,10209,7121,3650,4840
DKC1,10015,7289,2617,10824,8694,8410,11185,18295,17568,4190,4161,1402,4218,1410,2590,3859,2391,2425,3828,1475
DLGAP4,4991,3545,4621,11927,4729,6038,12272,18382,10670,5018,4489,4848,6155,4085,6031,3902,3356,3385,4939,3153
LRP5,1646,5156,2418,1291,3906,11543,1365,12692,10301,2533,7487,4568,9284,11370,8035,5754,6243,5303,7327,8255
AKAP1,3539,5407,1795,15317,6910,5296,6575,7608,9199,2064,6983,4954,9076,8491,5655,7544,5581,5439,4496,4464
BAZ2A,4929,5315,1851,5048,9850,7950,3530,10739,6370,3611,6495,4658,11952,6209,5266,10240,6000,6414,4562,5309
CNOT7,6093,4737,1859,8560,15883,9719,11742,18725,6916,4562,4364,2371,6034,3001,3421,5457,3109,3596,3498,2590
MAN2B1,4591,7712,6482,8830,8881,8670,4309,7362,16274,4305,6523,5387,4964,3846,6947,4443,3401,2594,6459,4147
TPX2,12268,20418,4218,13990,4407,4900,19136,16958,16315,8882,660,670,894,84,434,312,538,181,675,166
CNP,6333,7342,1631,14372,10770,11297,3771,9125,7429,3128,8031,3628,5413,3768,6575,5874,3661,4055,6501,3399
S100A1,3445,9677,31308,29320,37,7116,9335,3728,3350,77,2108,484,3792,7318,4479,675,3372,2090,3098,1288
POMP,5083,4302,2524,7681,7768,11572,19473,18313,12043,3742,4595,3327,3011,3416,4506,2805,2612,2704,3350,3199
FAM20B,4020,4405,3678,14200,7140,9169,10692,8918,8496,6756,4579,3865,6099,5623,4554,5982,5179,4463,2501,5624
BSDC1,3804,3680,2311,22082,5054,9884,2751,5237,6736,4180,8149,3265,8885,5263,6360,6594,4693,5297,6117,5410
NUPR1,3132,8390,19838,5203,7859,6378,926,7012,3754,4726,9531,4157,4214,4294,9236,6206,2987,5007,6748,6104
TMEM14C,6315,5102,5395,6732,8205,9270,9394,8016,15093,2819,7025,3568,4710,5142,5771,5516,4029,4325,4741,4516
WWP1,2925,2013,2058,2482,31139,7784,3100,2466,3799,1565,6328,4780,7400,4946,6038,9532,13587,6038,3130,4563
KIDINS220,4290,6709,2636,5487,9061,10412,3130,8068,4325,5964,6384,5587,10475,6676,4996,9284,5644,6362,3673,6507
TH1L,7297,4896,4443,10569,11910,6133,14716,11898,11004,4637,6051,1868,5465,2314,4190,4634,3090,3099,5454,1987
KCTD3,3253,3673,5043,8408,17136,4197,6257,6597,4322,1606,10854,2875,11372,3237,4830,10371,7015,5439,5733,3433
KPNA6,5808,4653,2464,14600,6049,15596,3972,6139,10128,3949,6491,3788,7413,5036,5067,5709,5062,5015,3824,4838
COX6A1,6023,6585,5309,13882,8501,4642,14397,17775,5363,4146,5783,2902,3066,3703,5852,2917,2889,2984,5598,3271
ARSD,909,6076,2548,4726,21931,8761,3065,4002,7496,1799,11695,1898,10191,1911,6973,11176,4499,5498,8245,2178
GOLGA3,8106,6983,3214,9020,8385,13230,4059,9489,9277,2599,6347,4202,6672,4694,5675,5268,4693,4022,4885,4728
ZFP91,4471,6015,1685,8136,14532,11579,5181,7635,8066,2465,5008,4729,8017,5839,4597,7201,5709,5300,3375,6000
GJA1,3553,2921,2792,7553,7132,9433,2644,4518,3617,596,11565,8165,15122,8489,5758,7176,6119,8818,4700,4776
NSD1,4131,5258,2269,8349,10716,14481,4580,11039,6337,2792,5804,4279,10633,4918,4020,7992,4717,4468,4190,4415
HSD17B4,2510,4841,2262,8500,3222,5604,3896,5734,6013,4550,10665,7201,8754,7744,8494,7421,7096,6758,5441,8678
BUB3,10061,5116,2918,11073,7755,7161,14951,16048,7428,4178,6326,2527,5155,2201,3504,4937,3766,3621,4610,2042
PALMD,268,1334,556,957,1534,4076,1445,3689,832,4498,5688,9712,6770,19772,12373,5851,9623,11107,1770,23512
PSMB5,6454,5486,3840,13662,7116,7941,4889,10641,16503,7196,5242,3585,4254,3901,5435,3184,3179,3069,6103,3553
NUDCD3,3801,5511,3120,7137,9365,9295,4563,8884,6107,5945,6939,4343,7510,6365,7476,6679,4797,5516,6432,5436
TSPYL1,2524,4528,1721,4077,7882,9995,4726,6356,5838,2518,10597,4154,10972,6488,7392,9697,7307,6537,6832,4822
B4GALT5,8553,4687,1700,14969,7310,9209,7756,9126,11219,4851,5816,3388,6903,4419,4669,4511,3775,4075,4061,3943
MTA2,4603,9941,2541,12033,5161,7977,3370,15565,12352,4959,6276,3282,5939,3843,5260,4437,3803,4198,5846,3549
TMEM127,4894,8023,2406,6701,12075,9431,4481,7584,7617,2338,7478,4955,7484,4304,7552,6300,5341,4943,6001,4999
RRM1,4002,8771,1054,14626,5519,10372,6241,12591,18989,5657,4613,2936,4542,3702,3582,4048,3248,3251,3523,3603
GATA3,462,7756,2131,60,2316,12476,413,1894,312,9068,10110,148,18233,971,9328,21128,9908,6849,10803,485
NME4,2642,5684,17883,15588,7316,3997,7151,11085,9343,3202,4803,3322,3133,5179,5786,2633,3929,2530,4560,5079
CYC1,7673,8096,8787,12813,10420,5536,2865,14091,13713,5957,4099,2501,3166,4746,4417,2769,3217,2633,4618,2615
KIAA1191,3155,4294,4240,11937,12355,9442,3144,10675,6996,2376,7594,3350,8386,4843,5618,7330,5072,5016,5029,3781
RBM4,4168,5615,2116,13442,4642,9091,7151,15073,11416,4957,7609,2650,6500,2920,5385,5227,3668,3639,6342,3020
LIFR,554,378,429,686,13003,3181,3587,976,688,149,11288,7928,11477,7583,8122,14162,16540,9505,2025,12286
POLR1D,4481,4032,1737,7333,5137,8731,10808,30733,11082,3411,5249,2557,5274,3632,3759,3919,2358,3316,4101,2789
BZW2,4652,4443,2060,3303,11219,12296,21114,12837,12113,9255,4568,1731,4840,1498,2899,3816,2687,2489,5285,1300
UGGT1,4652,7520,3019,9286,13475,12449,8067,8288,10899,2391,5327,4248,6637,3801,4094,4529,4055,3523,4016,4078
SFRP4,7596,808,888,1129,14613,6907,1085,363,2559,698,13901,12747,4692,2095,15244,4530,8793,14452,2529,8688
KIAA0430,3123,4505,3612,6405,9785,8772,4798,7519,3669,1803,6793,5319,10116,6582,6182,11765,6818,5977,3822,6901
HN1,9985,13183,6660,27631,2258,8471,15645,10336,10925,3563,3174,1039,2166,535,1897,1341,858,1088,2856,627
CUL4B,5155,4493,2602,6736,18085,7958,6166,15391,7700,3130,5804,3451,7234,4085,4069,6658,3929,4177,3641,3745
VEGFA,3624,15181,15004,5305,6130,17448,6948,6973,9114,4385,3081,3000,4810,4006,2670,3138,4417,2359,2699,3887
OAS3,12580,15084,490,2524,2355,43718,7179,5629,3325,664,4570,2305,2591,1263,2194,10922,2354,1826,1389,1196
RAB25,7092,13252,6884,12880,6070,5091,14760,10759,7327,15957,5100,33,4654,85,2554,2956,1266,1905,5445,86
NBN,5589,4384,5399,6718,12071,22614,6823,10893,6369,2775,4513,2940,5673,3872,3435,5233,4589,3918,2434,3912
UBE2R2,4811,4452,3466,14115,5521,7815,9772,16399,3989,5837,5384,4832,6218,5105,4733,4751,4021,4212,4433,4269
LENG8,4067,4164,4488,5927,3709,3157,7873,13237,4312,2409,9319,3818,10563,5733,6370,13592,6608,5502,4708,4573
CAPZA2,3734,4789,2231,2422,15413,13635,4985,9366,4205,2506,6111,6343,6504,6803,6690,7097,5962,5641,3692,5979
UBE2N,6534,5898,3346,14903,7077,4403,17355,13395,10270,3492,5117,2679,4537,2948,3738,4388,3646,3596,3970,2792
IL1R1,2403,3297,1429,3552,13068,8161,2830,3251,2006,1011,7523,12536,8695,10562,7704,7414,10341,7418,1910,8953
DNM2,4673,6147,3043,6850,17201,7651,5100,7558,12005,3741,6493,3719,5821,4125,6715,5068,4119,4132,5530,4266
DBN1,6548,5480,5459,18429,1783,9398,4891,18009,7268,3115,4709,6953,4767,3386,4872,2504,3839,3504,4964,4077
HLA-DQB1,11980,17560,1188,446,9481,13297,1285,33030,2541,1412,2717,3642,373,3028,3657,8427,3146,997,3054,2656
SMC3,7930,5608,1486,12980,4154,14799,7236,13185,10990,5328,4521,3165,5881,3536,3053,6063,3195,4337,2927,3521
RRAGA,5210,4504,5016,8979,4364,6634,10090,12688,5959,5027,8171,4420,6385,4537,6502,5562,4394,5316,5446,4646
SAPS3,3331,5366,2474,5984,11507,12349,4429,14600,7769,3016,6394,3252,7934,4402,4566,6830,7012,5041,3743,3851
NDUFC2,2308,4499,3416,12730,8074,7079,8390,9513,9430,13639,6925,2751,4207,3719,6093,3804,3809,3241,6991,3150
DDX18,5204,7322,2454,5947,7541,11086,13085,13767,13451,2600,4692,2766,6197,3603,3278,6064,4068,4100,3451,3044
BIRC6,4691,5863,1858,4316,13096,12140,7202,7026,7301,3540,4790,4417,11068,4988,3322,9307,5660,5348,2912,4858
PDHA1,3657,9122,3308,12638,6962,8502,6362,10177,8822,7654,4137,3234,4126,8986,5123,3819,4837,3505,2847,5846
PVRL4,16758,6936,3851,18877,3496,2914,9597,19821,7755,11894,3119,39,5988,132,2278,3523,1132,1624,3837,61
SERINC2,3926,11594,5916,8853,7963,23665,833,2930,6728,5316,10639,297,8142,325,4539,3829,2091,1854,14030,161
PKN1,4162,7175,5995,8012,1236,7293,1836,26013,12848,1031,5436,4351,4810,5166,6881,4137,3861,4129,5036,4103
PURB,5410,3884,3809,7350,12439,9138,11705,8337,8510,3382,5700,2911,9961,4086,3765,7050,5012,4194,4104,2760
LIPA,4193,3089,1477,3889,8212,8789,2409,5568,3256,2781,7253,16144,5774,5770,11343,7361,5208,5911,4109,10858
S100A14,8987,8569,776,2233,120,5364,1504,40144,6633,24079,6511,40,3503,97,1682,2791,595,1861,7651,57
UBE3C,3569,4713,2446,6718,15622,14121,2637,9592,6772,4499,5229,4451,6920,6178,4819,5332,5364,4370,3936,5715
PPP1R1A,222,193,6578,23693,127,250,158,427,399,274,1146,13824,2533,21414,9176,4509,7714,4926,1847,23566
RB1CC1,6257,4250,7038,5105,17037,12181,9930,7675,8490,3260,3972,3169,6341,4620,2984,6295,4630,3845,1902,3974
ANAPC16,4558,3777,6490,6576,8328,9086,5182,11868,4263,2926,8205,4458,6908,5941,6612,7275,4901,5581,4953,5061
SLC39A9,3060,4439,1768,4120,19474,8726,7135,6197,7866,2766,6608,3536,8630,4081,6160,7593,5752,4944,5613,4472
DNAJC8,4830,5340,2500,21581,5025,8566,5521,8148,9701,3147,6869,4298,4678,4370,5477,5632,3767,4341,4192,4899
ITFG3,2730,6028,4667,8266,5172,8052,4568,11871,11778,2684,6685,4421,5985,6522,9265,3325,5119,3386,6883,5371
MBNL2,1353,1772,1804,7275,2472,14811,3097,13569,1816,4914,6487,5336,10048,9388,5623,8465,7271,7288,2715,7172
DCTN2,3515,6474,2392,8757,6249,5922,3353,12729,5658,4406,8986,5044,7336,5720,7710,5800,4604,5468,6795,5736
CRIP2,3317,6298,8374,10182,3732,7637,5428,6717,7468,4815,11388,2685,6006,3944,9609,4412,4084,4550,9634,2371
SPEN,6598,5427,2606,5026,6020,10072,5082,7115,5378,3246,5738,4468,11748,5946,5122,10250,5930,6397,4199,6177
SCAMP2,3776,6363,2159,8203,6948,9123,10874,6093,10816,3220,7687,4694,5906,4272,7831,5751,4266,4268,5923,4332
